image_couple_name,pair,preprocessing,bin,method,tx,residuo_tx,ty,residuo_ty,theta,residuo_theta,residuo_diag
zh3_02_02,c3,gray-gauss-5,256,powell,31.96298062070407,-7.37305,298.6874286963897,311.19213,0.00825,-0.15039,311.2794599757469
zh3_02_02,c3,gray-gauss-5,256,Nelder-Mead,37.98873071669692,-1.3473,-9.835889095095297,2.66881,0.15763,-0.00101,2.989610200232181
zh3_02_02,c3,hsv_v-gauss-5,64,powell,38.27986829395256,-1.05616,-10.2806517822645,2.22405,0.16057,0.00193,2.4620863968350943
zh3_02_02,c3,hsv_v-gauss-5,64,Nelder-Mead,38.40264448692726,-0.93339,-10.1800080216737,2.32469,0.16081,0.00217,2.5050752058937276
zh3_02_02,c3,hsv_v-gauss-5,128,powell,38.269079945759984,-1.06695,-9.979179323242533,2.52552,0.15886,0.00022,2.741648761557755
zh3_02_02,c3,hsv_v-gauss-5,128,Nelder-Mead,38.16963778615879,-1.1664,-10.080829279302321,2.42387,0.15908,0.00044,2.6899110920684923
zh3_02_02,c3,hsv_v-gauss-5,256,powell,38.03404864666943,-1.30198,-10.017791128904463,2.48691,0.15725,-0.00139,2.8071112277798425
zh3_02_02,c3,hsv_v-gauss-5,256,Nelder-Mead,38.228557583988945,-1.10748,-10.08941629189286,2.41528,0.15916,0.00052,2.6570833325224243
zh3_02_02,c3,pca-gauss-5,64,powell,38.04866210820051,-1.28737,-9.869778225442474,2.63492,0.15891,0.00027,2.9325979465452883
zh3_02_02,c3,pca-gauss-5,64,Nelder-Mead,38.294250661554244,-1.04178,-10.117285058005308,2.38741,0.15968,0.00104,2.6048138641841074
zh3_02_02,c3,pca-gauss-5,128,powell,38.20444581997741,-1.13159,-10.560347151616043,1.94435,0.16052,0.00188,2.2496651276252995
zh3_02_02,c3,pca-gauss-5,128,Nelder-Mead,38.14175021483986,-1.19428,-10.199767575354826,2.30493,0.15899,0.00035,2.5959621948499456
zh3_02_02,c3,pca-gauss-5,256,powell,37.759629389603376,-1.5764,-10.021664974942524,2.48303,0.15754,-0.0011,2.9411742017313673
zh3_02_02,c3,pca-gauss-5,256,Nelder-Mead,38.125056773422685,-1.21098,-10.215906935675434,2.28879,0.15888,0.00024,2.589407655686707
zh3_02_02,c3,gray-gauss-7,64,powell,3.5743143610148245,-35.76172,37.054464198925245,49.55916,-0.00148,-0.16012,61.11473769530679
zh3_02_02,c3,gray-gauss-7,64,Nelder-Mead,38.37185549715272,-0.96418,-10.202071140854883,2.30263,0.16069,0.00205,2.4963438939847205
zh3_02_02,c3,gray-gauss-7,128,powell,38.37227227868385,-0.96376,-10.258717542547998,2.24598,0.16064,0.002,2.4440267928903645
zh3_02_02,c3,gray-gauss-7,128,Nelder-Mead,38.29098835337233,-1.04504,-9.976573138051009,2.52813,0.15887,0.00023,2.735605630511872
zh3_02_02,c3,gray-gauss-7,256,powell,38.15087765131179,-1.18516,-9.794468472971431,2.71023,0.15806,-0.00058,2.958030110968129
zh3_02_02,c3,gray-gauss-7,256,Nelder-Mead,38.344697365863155,-0.99134,-10.037474740979093,2.46722,0.15901,0.00037,2.6589361370183315
zh3_02_02,c3,hsv_v-gauss-7,64,powell,38.38457948262737,-0.95145,-10.19838692003296,2.30631,0.16034,0.0017,2.4948624672462447
zh3_02_02,c3,hsv_v-gauss-7,64,Nelder-Mead,38.350388310237136,-0.98564,-10.08319535349699,2.4215,0.16001,0.00137,2.6144167357332986
zh3_02_02,c3,hsv_v-gauss-7,128,powell,38.39409059955736,-0.94194,-9.87406397556407,2.63063,0.15931,0.00067,2.794189615122053
zh3_02_02,c3,hsv_v-gauss-7,128,Nelder-Mead,38.29128646736874,-1.04475,-9.960862716031102,2.54384,0.15909,0.00045,2.750017787879029
zh3_02_02,c3,hsv_v-gauss-7,256,powell,38.0229572507169,-1.31308,-10.020910350429801,2.48379,0.15731,-0.00133,2.809514799148067
zh3_02_02,c3,hsv_v-gauss-7,256,Nelder-Mead,37.94630093826962,-1.38973,-9.755612030348175,2.74909,0.15703,-0.00161,3.080395063921492
zh3_02_02,c3,pca-gauss-7,64,powell,38.5042163645739,-0.83182,-9.65058213187234,2.85412,0.15788,-0.00076,2.9728608268692094
zh3_02_02,c3,pca-gauss-7,64,Nelder-Mead,38.45511189817577,-0.88092,-10.007347818283165,2.49735,0.15987,0.00123,2.648166238912898
zh3_02_02,c3,pca-gauss-7,128,powell,38.24868073584274,-1.08735,-9.539397718343395,2.9653,0.15868,4e-05,3.1583771235472775
zh3_02_02,c3,pca-gauss-7,128,Nelder-Mead,38.393287822043405,-0.94275,-10.122014714104125,2.38268,0.16025,0.00161,2.562411441210774
zh3_02_02,c3,pca-gauss-7,256,powell,38.2177713165498,-1.11826,-9.898006291076115,2.60669,0.15913,0.00049,2.8364335925722393
zh3_02_02,c3,pca-gauss-7,256,Nelder-Mead,38.28352175142952,-1.05251,-10.271780729315793,2.23292,0.1594,0.00076,2.4685427774477007
zh3_02_03,c4,gray,64,powell,-1.3557731160857251,29.89154,26.92807816917201,-7.56724,-0.01584,0.13563,30.83451103286361
zh3_02_03,c4,gray,64,Nelder-Mead,-29.94591099863121,1.3014,35.63180852858008,1.13649,-0.15266,-0.00119,1.727786085884384
zh3_02_03,c4,gray,128,powell,-29.815093969629206,1.43222,35.865154814127976,1.36984,-0.1526,-0.00113,1.9818399161057112
zh3_02_03,c4,gray,128,Nelder-Mead,-29.809800135238977,1.43751,35.51368560876293,1.01837,-0.15166,-0.00019,1.7616759065919776
zh3_02_03,c4,gray,256,powell,-29.602122347581957,1.64519,35.89108739276796,1.39577,-0.1509,0.00057,2.157500404931625
zh3_02_03,c4,gray,256,Nelder-Mead,-30.023229782095843,1.22408,36.00749443669838,1.51217,-0.15398,-0.00251,1.9455188695161425
zh3_02_03,c4,hsv_v,64,powell,-30.070548946023358,1.17676,35.653492681034834,1.15817,-0.15369,-0.00222,1.6510996275628325
zh3_02_03,c4,hsv_v,64,Nelder-Mead,-22.889521287963987,8.35779,33.03573278538224,-1.45959,-0.11813,0.03334,8.484280298802929
zh3_02_03,c4,hsv_v,128,powell,-29.74372459514275,1.50358,35.56036881565254,1.06505,-0.15118,0.00029,1.8425788648147963
zh3_02_03,c4,hsv_v,128,Nelder-Mead,-30.085762492638107,1.16155,35.90039121918858,1.40507,-0.15363,-0.00216,1.82302426923228
zh3_02_03,c4,hsv_v,256,powell,-30.367014307319845,0.88029,36.03435575511949,1.53904,-0.15749,-0.00602,1.7730064575813338
zh3_02_03,c4,hsv_v,256,Nelder-Mead,-30.00300072751699,1.24431,35.83363137719249,1.33831,-0.15352,-0.00205,1.8273977252098565
zh3_02_03,c4,pca,64,powell,-30.297096543759373,0.95021,36.115562276361715,1.62024,-0.1532,-0.00173,1.8783213153893934
zh3_02_03,c4,pca,64,Nelder-Mead,-29.910380975049858,1.33693,35.839792063752554,1.34447,-0.15255,-0.00108,1.8960442365939834
zh3_02_03,c4,pca,128,powell,-29.8756392896884,1.37167,35.77786612680529,1.28255,-0.15423,-0.00276,1.8778723012960232
zh3_02_03,c4,pca,128,Nelder-Mead,-28.22523935525436,3.02207,35.109371458325825,0.61405,-0.14512,0.00635,3.083823292811546
zh3_02_03,c4,pca,256,powell,-26.53894027980923,4.70837,36.592314496393016,2.097,-0.18395,-0.03248,5.15423381984567
zh3_02_03,c4,pca,256,Nelder-Mead,-30.091564084489217,1.15575,35.91798077927305,1.42266,-0.15311,-0.00164,1.832951741399815
zh3_02_03,c4,gray-gauss-3,64,powell,-1.254081936628444,29.99323,26.501552231993514,-7.99377,-0.01549,0.13598,31.04019968652732
zh3_02_03,c4,gray-gauss-3,64,Nelder-Mead,-30.06890394201617,1.17841,35.49981425493874,1.00449,-0.15131,0.00016,1.5484343104852865
zh3_02_03,c4,gray-gauss-3,128,powell,-29.662413893751975,1.5849,35.74848865448101,1.25317,-0.15077,0.0007,2.020476738389344
zh3_02_03,c4,gray-gauss-3,128,Nelder-Mead,-29.89970070508891,1.34761,35.716434499685334,1.22112,-0.15141,6e-05,1.8185628054186707
zh3_02_03,c4,gray-gauss-3,256,powell,-30.4045945694787,0.84271,35.868490481769555,1.37317,-0.15453,-0.00306,1.6111383177244787
zh3_02_03,c4,gray-gauss-3,256,Nelder-Mead,-30.132862186393204,1.11445,35.67251257706491,1.17719,-0.15374,-0.00227,1.6210415957401552
zh3_02_03,c4,hsv_v-gauss-3,64,powell,-16.395496253166733,14.85181,17.6205217745501,-16.8748,-0.13687,0.0146,22.47966068296136
zh3_02_03,c4,hsv_v-gauss-3,64,Nelder-Mead,-30.03902397105143,1.20829,35.37432150491773,0.879,-0.15157,-0.0001,1.4941880249723174
zh3_02_03,c4,hsv_v-gauss-3,128,powell,-30.012444881463352,1.23486,35.681793071402865,1.18647,-0.1541,-0.00263,1.7124863775141923
zh3_02_03,c4,hsv_v-gauss-3,128,Nelder-Mead,-29.59555390164612,1.65176,35.389691461713454,0.89437,-0.15108,0.00039,1.8783495199272846
zh3_02_03,c4,hsv_v-gauss-3,256,powell,-33.5673776957309,-2.32007,22.597044346149687,-11.89828,-0.16309,-0.01162,12.122362310148016
zh3_02_03,c4,hsv_v-gauss-3,256,Nelder-Mead,-29.999901671336264,1.24741,35.63459895180611,1.13928,-0.1528,-0.00133,1.6893736646641628
zh3_02_03,c4,pca-gauss-3,64,powell,-30.069493977726204,1.17782,35.531279102376516,1.03596,-0.15325,-0.00178,1.5685857160126457
zh3_02_03,c4,pca-gauss-3,64,Nelder-Mead,-29.933152866960704,1.31416,35.55316932996769,1.05785,-0.15178,-0.00031,1.6870249818182246
zh3_02_03,c4,pca-gauss-3,128,powell,-30.013724548264587,1.23358,35.19707349127117,0.70175,-0.15053,0.00094,1.4192215723601718
zh3_02_03,c4,pca-gauss-3,128,Nelder-Mead,-30.30898969049095,0.93832,35.71066935272765,1.21535,-0.15362,-0.00215,1.5354214193595463
zh3_02_03,c4,pca-gauss-3,256,powell,-30.8576000391028,0.38971,35.858755324259505,1.36344,-0.15871,-0.00724,1.4180376052596024
zh3_02_03,c4,pca-gauss-3,256,Nelder-Mead,-30.285427976491786,0.96188,36.09366949950163,1.59835,-0.15475,-0.00328,1.8654593064759635
zh3_02_03,c4,gray-gauss-5,64,powell,0.045645926383220514,31.29296,26.538754408000813,-7.95657,-0.00755,0.14392,32.28863528260926
zh3_02_03,c4,gray-gauss-5,64,Nelder-Mead,-30.254540944922063,0.99277,35.421832197822056,0.92651,-0.15202,-0.00055,1.3579450367332673
zh3_02_03,c4,gray-gauss-5,128,powell,-30.515198093380437,0.73211,35.64602564045123,1.15071,-0.15448,-0.00301,1.363859028606527
zh3_02_03,c4,gray-gauss-5,128,Nelder-Mead,-30.196407525472203,1.0509,35.48336146095804,0.98804,-0.15218,-0.00071,1.442435922391398
zh3_02_03,c4,gray-gauss-5,256,powell,-30.38904428219523,0.85826,35.66823055515968,1.17291,-0.15269,-0.00122,1.453388858492233
zh3_02_03,c4,gray-gauss-5,256,Nelder-Mead,-30.23686402789945,1.01045,35.46571214911731,0.97039,-0.15225,-0.00078,1.4009502061981154
zh3_02_03,c4,hsv_v-gauss-5,64,powell,-30.344422817084833,0.90289,35.54518917733574,1.04987,-0.15249,-0.00102,1.384713077758769
zh3_02_03,c4,hsv_v-gauss-5,64,Nelder-Mead,-10.240874410196618,21.00643,17.52683504580827,-16.96848,-0.11807,0.0334,27.003699111929226
zh3_02_03,c4,hsv_v-gauss-5,128,powell,-30.352852529714045,0.89446,35.5790981063403,1.08378,-0.153,-0.00153,1.4052149139237566
zh3_02_03,c4,hsv_v-gauss-5,128,Nelder-Mead,-30.235378040241727,1.01193,35.47322159481382,0.9779,-0.1522,-0.00073,1.4072303724095387
zh3_02_03,c4,hsv_v-gauss-5,256,powell,-30.149268310717552,1.09804,35.419332012166706,0.92401,-0.15358,-0.00211,1.4350933958157575
zh3_02_03,c4,hsv_v-gauss-5,256,Nelder-Mead,-30.323613977726204,0.9237,35.58315910237653,1.08784,-0.15325,-0.00178,1.4270977601703114
zh3_02_03,c4,pca-gauss-5,64,powell,-30.1080975371806,1.13921,35.3577392202275,0.86242,-0.15136,0.00011,1.4288355810575843
zh3_02_03,c4,pca-gauss-5,64,Nelder-Mead,-30.172375344312517,1.07493,35.383858103652415,0.88854,-0.15162,-0.00015,1.3946267518604136
zh3_02_03,c4,pca-gauss-5,128,powell,-30.235704823114034,1.0116,35.191433676339926,0.69611,-0.15258,-0.00111,1.2279733180907835
zh3_02_03,c4,pca-gauss-5,128,Nelder-Mead,-30.15403910384683,1.09327,35.29873875878016,0.80342,-0.15161,-0.00014,1.3567321517099415
zh3_02_03,c4,pca-gauss-5,256,powell,-30.262623856496838,0.98469,35.85901689633948,1.3637,-0.15438,-0.00291,1.682045184288163
zh3_02_03,c4,pca-gauss-5,256,Nelder-Mead,-30.22907141744905,1.01824,35.47905324642815,0.98373,-0.15313,-0.00166,1.415817929124219
zh3_02_03,c4,gray-gauss-7,64,powell,-1.4879004825290467,29.75941,27.21273418700386,-7.28259,-0.0124,0.13907,30.63753345010515
zh3_02_03,c4,gray-gauss-7,64,Nelder-Mead,-30.58635475185466,0.66095,35.488105965167364,0.99279,-0.15298,-0.00151,1.19268012605156
zh3_02_03,c4,gray-gauss-7,128,powell,-30.250669246800737,0.99664,35.1689400471121,0.67362,-0.15045,0.00102,1.2029363835422693
zh3_02_03,c4,gray-gauss-7,128,Nelder-Mead,-30.340235388294797,0.90707,35.36773235059036,0.87241,-0.15201,-0.00054,1.258525807623762
zh3_02_03,c4,gray-gauss-7,256,powell,-30.46498051662592,0.78233,35.34799988223028,0.85268,-0.15339,-0.00192,1.1571958020853397
zh3_02_03,c4,gray-gauss-7,256,Nelder-Mead,-30.219084876713683,1.02822,35.259398952831816,0.76408,-0.15089,0.00058,1.281039728461958
zh3_02_03,c4,hsv_v-gauss-7,64,powell,-30.327907348684814,0.9194,35.35210330277016,0.85678,-0.15196,-0.00049,1.256733215131963
zh3_02_03,c4,hsv_v-gauss-7,64,Nelder-Mead,-10.205928406495467,21.04138,17.60265239887761,-16.89267,-0.11444,0.03703,26.98336350371734
zh3_02_03,c4,hsv_v-gauss-7,128,powell,-30.43248431528781,0.81482,35.46085603144314,0.96554,-0.15241,-0.00094,1.2634082958071229
zh3_02_03,c4,hsv_v-gauss-7,128,Nelder-Mead,-30.329126563822008,0.91818,35.3718176389572,0.8765,-0.15182,-0.00035,1.2693732581211379
zh3_02_03,c4,hsv_v-gauss-7,256,powell,-30.214569434945506,1.03274,35.057439539831904,0.56212,-0.15345,-0.00198,1.1758105519432338
zh3_02_03,c4,hsv_v-gauss-7,256,Nelder-Mead,-30.352776484450796,0.89453,35.37715205760921,0.88183,-0.15203,-0.00056,1.256112083521925
zh3_02_03,c4,pca-gauss-7,64,powell,-16.22821358134661,15.0191,3.9086788609799044,-30.58664,-0.09282,0.05865,34.07514952984568
zh3_02_03,c4,pca-gauss-7,64,Nelder-Mead,-30.282106571635428,0.9652,35.2636401067233,0.76832,-0.15159,-0.00012,1.2336663990525805
zh3_02_03,c4,pca-gauss-7,128,powell,-30.22107936254692,1.02623,35.06614147998772,0.57082,-0.15209,-0.00062,1.1743021355496528
zh3_02_03,c4,pca-gauss-7,128,Nelder-Mead,-30.238023942016163,1.00929,35.20086425493872,0.70554,-0.15131,0.00016,1.231442342290496
zh3_02_03,c4,pca-gauss-7,256,powell,-30.49345848660808,0.75385,35.50468177887922,1.00936,-0.15222,-0.00075,1.2598028605666391
zh3_02_03,c4,pca-gauss-7,256,Nelder-Mead,-30.68015766648969,0.56715,35.538389185239,1.04307,-0.15332,-0.00185,1.1872890840512815
zh1_01_01,c5,gray,64,powell,-40.389761303221306,8.81322,0.49462628867811986,-20.85182,-0.16406,0.07734,22.637832501346438
zh1_01_01,c5,gray,64,Nelder-Mead,-52.99104982429432,-3.78807,25.96208368457468,4.61563,-0.24088,0.00052,5.971057002596201
zh1_01_01,c5,gray,128,powell,-53.00723223790755,-3.80425,25.916810132624846,4.57036,-0.24076,0.00064,5.946469650730925
zh1_01_01,c5,gray,128,Nelder-Mead,-53.0505350099529,-3.84755,26.102702339938787,4.75625,-0.24181,-0.00041,6.117645766981911
zh1_01_01,c5,gray,256,powell,-33.506528293185895,15.69645,2.449066070129902,-18.89739,-0.17535,0.06605,24.566029817422887
zh1_01_01,c5,gray,256,Nelder-Mead,-53.010225105783455,-3.80724,25.95601188687428,4.60956,-0.24092,0.00048,5.978557556132974
zh1_01_01,c5,hsv_v,64,powell,-30.81102551548084,18.39196,-2.667547730092622,-24.014,-0.13392,0.10748,30.247912405283568
zh1_01_01,c5,hsv_v,64,Nelder-Mead,-52.996036434282445,-3.79305,26.07809903856088,4.73165,-0.24184,-0.00044,6.064301596803625
zh1_01_01,c5,hsv_v,128,powell,-53.0455087993653,-3.84253,25.897214886973785,4.55076,-0.24097,0.00043,5.956044241870931
zh1_01_01,c5,hsv_v,128,Nelder-Mead,-53.02660855861391,-3.82363,25.92383517335631,4.57738,-0.24148,-8e-05,5.964274035051425
zh1_01_01,c5,hsv_v,256,powell,-53.193692568586826,-3.99071,26.248044437434515,4.90159,-0.24315,-0.00175,6.320711019650341
zh1_01_01,c5,hsv_v,256,Nelder-Mead,-53.040568558613906,-3.83759,25.91425517335631,4.5678,-0.24148,-8e-05,5.965895105013363
zh1_01_01,c5,pca,64,powell,-56.069406393232924,-6.86642,15.749910533724716,-5.59654,-0.24892,-0.00752,8.858275990687645
zh1_01_01,c5,pca,64,Nelder-Mead,-53.04100167109829,-3.83802,26.072749238935074,4.7263,-0.24175,-0.00035,6.0883732480773585
zh1_01_01,c5,pca,128,powell,-53.105460636288846,-3.90248,25.87190126238221,4.52545,-0.24179,-0.00039,5.9757040140518365
zh1_01_01,c5,pca,128,Nelder-Mead,-53.08102619000368,-3.87804,26.049300228713804,4.70285,-0.24177,-0.00037,6.095573508515775
zh1_01_01,c5,pca,256,powell,-53.03871154870496,-3.83573,26.116351303667557,4.7699,-0.24202,-0.00062,6.120847067645302
zh1_01_01,c5,pca,256,Nelder-Mead,-53.02653110483447,-3.82355,26.14281401267735,4.79636,-0.24199,-0.00059,6.133891475946161
zh1_01_01,c5,gray-gauss-3,64,powell,-52.93884303269013,-3.73586,26.152614222026727,4.80616,-0.24163,-0.00023,6.087352567203807
zh1_01_01,c5,gray-gauss-3,64,Nelder-Mead,-52.93648879273132,-3.73351,26.21183273202095,4.86538,-0.2419,-0.0005,6.132781672812151
zh1_01_01,c5,gray-gauss-3,128,powell,-52.88987290563199,-3.68689,26.135872900907003,4.78942,-0.24159,-0.00019,6.04414802890393
zh1_01_01,c5,gray-gauss-3,128,Nelder-Mead,-52.921221104834466,-3.71824,26.288304012677344,4.94185,-0.24199,-0.00059,6.18443302789872
zh1_01_01,c5,gray-gauss-3,256,powell,-53.02226400477299,-3.81928,26.374282683850197,5.02783,-0.24293,-0.00153,6.313953206642294
zh1_01_01,c5,gray-gauss-3,256,Nelder-Mead,-52.9163247458731,-3.71334,26.225621456985436,4.87917,-0.24188,-0.00048,6.131493893149374
zh1_01_01,c5,hsv_v-gauss-3,64,powell,-35.69542381444582,13.50756,2.0696813149319837,-19.27677,-0.1852,0.0562,23.538223875222076
zh1_01_01,c5,hsv_v-gauss-3,64,Nelder-Mead,-52.862303539414135,-3.65932,26.213214626710766,4.86676,-0.24185,-0.00045,6.089008210219534
zh1_01_01,c5,hsv_v-gauss-3,128,powell,-299.37075695499465,-250.16778,6.961601328600011,-14.38485,-0.00325,0.23815,250.58100406255497
zh1_01_01,c5,hsv_v-gauss-3,128,Nelder-Mead,-53.04461767990093,-3.84164,26.355249325560607,5.0088,-0.24273,-0.00133,6.312386553471918
zh1_01_01,c5,hsv_v-gauss-3,256,powell,-52.94902793761559,-3.74605,26.194369765372585,4.84792,-0.242,-0.0006,6.126595727687269
zh1_01_01,c5,hsv_v-gauss-3,256,Nelder-Mead,-53.03578821851719,-3.83281,26.250774015501094,4.90432,-0.24252,-0.00112,6.224370364385563
zh1_01_01,c5,pca-gauss-3,64,powell,-52.897687342406996,-3.69471,26.235104510837346,4.88865,-0.24144,-4e-05,6.127787477718097
zh1_01_01,c5,pca-gauss-3,64,Nelder-Mead,-53.016218218517174,-3.81324,26.308614015501092,4.96216,-0.24252,-0.00112,6.258101221810442
zh1_01_01,c5,pca-gauss-3,128,powell,-53.06234444638175,-3.85936,26.461298045711203,5.11485,-0.24324,-0.00184,6.407521937972497
zh1_01_01,c5,pca-gauss-3,128,Nelder-Mead,-52.97463717045451,-3.77166,26.25927124850145,4.91282,-0.24153,-0.00013,6.19364062431578
zh1_01_01,c5,pca-gauss-3,256,powell,-53.08897065065336,-3.88599,26.288706744434336,4.94226,-0.24321,-0.00181,6.287034143078151
zh1_01_01,c5,pca-gauss-3,256,Nelder-Mead,-53.05181323233285,-3.84883,26.219545756409474,4.87309,-0.24233,-0.00093,6.209714410715936
zh1_01_01,c5,gray-gauss-5,64,powell,-51.618848641755214,-2.41587,-16.633130772850677,-37.97958,-0.15512,0.08628,38.05634062421605
zh1_01_01,c5,gray-gauss-5,64,Nelder-Mead,-52.85977396410782,-3.65679,26.206455141732988,4.86,-0.24114,0.00026,6.0820856937379615
zh1_01_01,c5,gray-gauss-5,128,powell,-52.973484004773,-3.7705,26.475022683850227,5.12857,-0.24293,-0.00153,6.365448251864503
zh1_01_01,c5,gray-gauss-5,128,Nelder-Mead,-52.90172007986676,-3.69874,26.3650451042287,5.01859,-0.24223,-0.00083,6.234336272803031
zh1_01_01,c5,gray-gauss-5,256,powell,-52.94224108184685,-3.73926,26.37043214311882,5.02398,-0.24281,-0.00141,6.262782417695803
zh1_01_01,c5,gray-gauss-5,256,Nelder-Mead,-52.94261810481232,-3.73964,26.471978933545557,5.12553,-0.24288,-0.00148,6.344754790395725
zh1_01_01,c5,hsv_v-gauss-5,64,powell,-52.87992168995524,-3.67694,26.396941454688033,5.05049,-0.24214,-0.00074,6.2471863980383695
zh1_01_01,c5,hsv_v-gauss-5,64,Nelder-Mead,-52.79671566149666,-3.59373,26.25649935022551,4.91005,-0.24119,0.00021,6.084693505116317
zh1_01_01,c5,hsv_v-gauss-5,128,powell,-55.12502316872486,-5.92204,16.788125889414886,-4.55833,-0.24274,-0.00134,7.473212366639546
zh1_01_01,c5,hsv_v-gauss-5,128,Nelder-Mead,-52.89353526674165,-3.69055,26.330937895547947,4.98449,-0.2421,-0.0007,6.202039312707944
zh1_01_01,c5,hsv_v-gauss-5,256,powell,-301.34329135803483,-252.14031,-2.334808416029489,-23.68126,-0.01045,0.23095,253.24995108895575
zh1_01_01,c5,hsv_v-gauss-5,256,Nelder-Mead,-52.949154127527756,-3.74617,26.287626493595354,4.94118,-0.24238,-0.00098,6.200727337337209
zh1_01_01,c5,pca-gauss-5,64,powell,-52.92268394652881,-3.7197,26.370224224873567,5.02377,-0.2412,0.0002,6.250958213334462
zh1_01_01,c5,pca-gauss-5,64,Nelder-Mead,-52.914357079573506,-3.71138,26.34661829304747,5.00017,-0.24173,-0.00033,6.227035935945901
zh1_01_01,c5,pca-gauss-5,128,powell,-52.964706664030764,-3.76172,26.559248754130465,5.2128,-0.24338,-0.00198,6.428361485982365
zh1_01_01,c5,pca-gauss-5,128,Nelder-Mead,-52.90293921629267,-3.69996,26.41924318476856,5.07279,-0.24226,-0.00086,6.278766003210225
zh1_01_01,c5,pca-gauss-5,256,powell,-52.78040909960548,-3.57743,25.86835542294139,4.5219,-0.23982,0.00158,5.765900021762401
zh1_01_01,c5,pca-gauss-5,256,Nelder-Mead,-52.944480779999914,-3.7415,26.275307122365405,4.92886,-0.2422,-0.0008,6.1880881089982775
zh1_01_01,c5,gray-gauss-7,64,powell,-52.93923323233284,-3.73625,26.51865575640946,5.1722,-0.24233,-0.00093,6.380538679989945
zh1_01_01,c5,gray-gauss-7,64,Nelder-Mead,-52.743528005467645,-3.54055,26.357713539516254,5.01126,-0.24161,-0.00021,6.135814274856689
zh1_01_01,c5,gray-gauss-7,128,powell,-52.85867669138739,-3.65569,26.54277554167379,5.19632,-0.24318,-0.00178,6.353415689261281
zh1_01_01,c5,gray-gauss-7,128,Nelder-Mead,-52.952923050595146,-3.74994,26.59245938688494,5.24601,-0.24349,-0.00209,6.448461861608414
zh1_01_01,c5,gray-gauss-7,256,powell,-52.870293699291274,-3.66731,26.46257915087304,5.11613,-0.24291,-0.00151,6.294755030819422
zh1_01_01,c5,gray-gauss-7,256,Nelder-Mead,-52.90059601573537,-3.69761,26.45997966590099,5.11353,-0.2432,-0.0018,6.310350495611763
zh1_01_01,c5,hsv_v-gauss-7,64,powell,-52.72120614977484,-3.51822,26.348354163923403,5.0019,-0.24099,0.00041,6.115303343802856
zh1_01_01,c5,hsv_v-gauss-7,64,Nelder-Mead,-52.73741510578346,-3.53443,26.33809188687428,4.99164,-0.24092,0.00048,6.116264766109312
zh1_01_01,c5,hsv_v-gauss-7,128,powell,-52.78611431039128,-3.58313,26.436091150339905,5.08964,-0.24219,-0.00079,6.224409413481658
zh1_01_01,c5,hsv_v-gauss-7,128,Nelder-Mead,-52.68803510578348,-3.48505,26.292341886874283,4.94589,-0.24092,0.00048,6.050407456539716
zh1_01_01,c5,hsv_v-gauss-7,256,powell,-53.00473087545368,-3.80175,26.67522761012441,5.32878,-0.24662,-0.00522,6.545926454637075
zh1_01_01,c5,hsv_v-gauss-7,256,Nelder-Mead,-52.783146312629505,-3.58016,26.28127731981715,4.93483,-0.24091,0.00049,6.096727476028187
zh1_01_01,c5,pca-gauss-7,64,powell,-52.763244091875556,-3.56026,26.648399049987603,5.30195,-0.24276,-0.00136,6.386400998612045
zh1_01_01,c5,pca-gauss-7,64,Nelder-Mead,-52.78574449998018,-3.58276,26.657057253798143,5.31061,-0.24301,-0.00161,6.406147386949597
zh1_01_01,c5,pca-gauss-7,128,powell,-52.85962494236255,-3.65664,26.514362254378085,5.16791,-0.24278,-0.00138,6.330745837272302
zh1_01_01,c5,pca-gauss-7,128,Nelder-Mead,-52.92823723811711,-3.72526,26.688011343520998,5.34156,-0.2436,-0.0022,6.512280087945282
zh1_01_01,c5,pca-gauss-7,256,powell,-52.81956936759392,-3.61659,26.62548634385479,5.27904,-0.24358,-0.00218,6.399055930508849
zh1_01_01,c5,pca-gauss-7,256,Nelder-Mead,-52.894103190550084,-3.69112,26.68500375510257,5.33855,-0.24389,-0.00249,6.49034048461549
zh1_01_02,c6,gray,64,powell,65.93685015696661,2.71012,-43.86705819542658,6.19382,0.25693,-0.00206,6.760778502776936
zh1_01_02,c6,gray,64,Nelder-Mead,66.61743944910401,3.39071,-44.34997040804373,5.71091,0.2584,-0.00059,6.641637244235446
zh1_01_02,c6,gray,128,powell,66.52710647264993,3.30037,-44.33493416958456,5.72594,0.25842,-0.00057,6.609000466518987
zh1_01_02,c6,gray,128,Nelder-Mead,66.56660166159196,3.33987,-44.32978639528335,5.73109,0.25868,-0.00031,6.633258856885462
zh1_01_02,c6,gray,256,powell,66.57774310887032,3.35101,-44.346695469812005,5.71418,0.25871,-0.00028,6.624284127753064
zh1_01_02,c6,gray,256,Nelder-Mead,66.59816578172357,3.37143,-44.35177441313715,5.7091,0.25887,-0.00012,6.630264872471367
zh1_01_02,c6,hsv_v,64,powell,66.84569667805098,3.61896,-44.4101175181429,5.65076,0.25932,0.00033,6.7102892763405
zh1_01_02,c6,hsv_v,64,Nelder-Mead,66.81890116525219,3.59217,-44.40109272080372,5.65978,0.25933,0.00034,6.703493978118214
zh1_01_02,c6,hsv_v,128,powell,66.59324590326139,3.36651,-44.29410399767818,5.76677,0.25882,-0.00017,6.677505587318731
